product_id,product_name,competitor_name,competitor_price,market_region,promotion_active,rating
SKU_1000,Coca Cola 200ml Mini,Blinkit,14.17,Kolkata,True,4.3
SKU_1000,Coca Cola 200ml Mini,BigBasket,14.11,Kolkata,False,4.4
SKU_1000,Coca Cola 200ml Mini,JioMart,13.67,Kolkata,False,4.4
SKU_1000,Coca Cola 200ml Mini,Amazon India,14.84,Kolkata,True,3.8
SKU_1000,Coca Cola 200ml Mini,Flipkart Grocery,13.35,Kolkata,False,4.8
SKU_1001,Coca Cola 200ml Regular,Blinkit,20.02,Kolkata,False,4.1
SKU_1001,Coca Cola 200ml Regular,BigBasket,20.56,Kolkata,False,3.9
SKU_1001,Coca Cola 200ml Regular,JioMart,20.62,Kolkata,True,4.6
SKU_1001,Coca Cola 200ml Regular,Amazon India,21.17,Kolkata,True,4.9
SKU_1001,Coca Cola 200ml Regular,Flipkart Grocery,19.18,Kolkata,True,4.0
SKU_1002,Coca Cola 200ml Value,Blinkit,25.63,Kolkata,False,4.8
SKU_1002,Coca Cola 200ml Value,BigBasket,24.64,Kolkata,False,4.4
SKU_1002,Coca Cola 200ml Value,JioMart,25.39,Kolkata,True,3.9
SKU_1002,Coca Cola 200ml Value,Amazon India,22.77,Kolkata,False,3.9
SKU_1002,Coca Cola 200ml Value,Flipkart Grocery,22.58,Kolkata,True,4.4
SKU_1003,Coca Cola 200ml Family,Blinkit,28.79,Kolkata,False,4.2
SKU_1003,Coca Cola 200ml Family,BigBasket,31.76,Kolkata,True,4.9
SKU_1003,Coca Cola 200ml Family,JioMart,29.87,Kolkata,True,4.8
SKU_1003,Coca Cola 200ml Family,Amazon India,28.81,Kolkata,True,4.3
SKU_1003,Coca Cola 200ml Family,Flipkart Grocery,29.82,Kolkata,False,4.0
SKU_1004,Coca Cola 750ml Mini,Blinkit,26.64,Kolkata,True,4.2
SKU_1004,Coca Cola 750ml Mini,BigBasket,26.82,Kolkata,True,4.1
SKU_1004,Coca Cola 750ml Mini,JioMart,29.95,Kolkata,True,4.6
SKU_1004,Coca Cola 750ml Mini,Amazon India,29.6,Kolkata,True,4.6
SKU_1004,Coca Cola 750ml Mini,Flipkart Grocery,28.09,Kolkata,False,4.3
SKU_1005,Coca Cola 750ml Regular,Blinkit,41.31,Kolkata,False,3.8
SKU_1005,Coca Cola 750ml Regular,BigBasket,39.24,Kolkata,True,4.1
SKU_1005,Coca Cola 750ml Regular,JioMart,41.28,Kolkata,False,4.2
SKU_1005,Coca Cola 750ml Regular,Amazon India,41.65,Kolkata,False,4.0
SKU_1005,Coca Cola 750ml Regular,Flipkart Grocery,39.18,Kolkata,True,4.9
SKU_1006,Coca Cola 750ml Value,Blinkit,47.33,Kolkata,True,4.5
SKU_1006,Coca Cola 750ml Value,BigBasket,45.45,Kolkata,True,4.2
SKU_1006,Coca Cola 750ml Value,JioMart,45.57,Kolkata,False,4.8
SKU_1006,Coca Cola 750ml Value,Amazon India,50.32,Kolkata,True,4.9
SKU_1006,Coca Cola 750ml Value,Flipkart Grocery,49.12,Kolkata,True,4.3
SKU_1007,Coca Cola 750ml Family,Blinkit,64.04,Kolkata,False,3.8
SKU_1007,Coca Cola 750ml Family,BigBasket,64.18,Kolkata,True,4.0
SKU_1007,Coca Cola 750ml Family,JioMart,57.84,Kolkata,True,4.9
SKU_1007,Coca Cola 750ml Family,Amazon India,60.16,Kolkata,False,4.8
SKU_1007,Coca Cola 750ml Family,Flipkart Grocery,63.59,Kolkata,True,4.2
SKU_1008,Coca Cola 1L Mini,Blinkit,34.59,Kolkata,False,4.7
SKU_1008,Coca Cola 1L Mini,BigBasket,34.18,Kolkata,False,4.4
SKU_1008,Coca Cola 1L Mini,JioMart,35.29,Kolkata,True,4.0
SKU_1008,Coca Cola 1L Mini,Amazon India,31.66,Kolkata,True,4.6
SKU_1008,Coca Cola 1L Mini,Flipkart Grocery,33.23,Kolkata,True,4.3
SKU_1009,Coca Cola 1L Regular,Blinkit,51.0,Kolkata,False,4.4
SKU_1009,Coca Cola 1L Regular,BigBasket,48.21,Kolkata,True,4.1
SKU_1009,Coca Cola 1L Regular,JioMart,45.26,Kolkata,False,4.7
SKU_1009,Coca Cola 1L Regular,Amazon India,47.09,Kolkata,True,4.3
SKU_1009,Coca Cola 1L Regular,Flipkart Grocery,48.19,Kolkata,False,4.1
SKU_1010,Coca Cola 1L Value,Blinkit,56.96,Kolkata,True,3.9
SKU_1010,Coca Cola 1L Value,BigBasket,58.3,Kolkata,False,4.1
SKU_1010,Coca Cola 1L Value,JioMart,60.49,Kolkata,False,4.6
SKU_1010,Coca Cola 1L Value,Amazon India,57.14,Kolkata,False,3.9
SKU_1010,Coca Cola 1L Value,Flipkart Grocery,61.63,Kolkata,True,3.9
SKU_1011,Coca Cola 1L Family,Blinkit,69.34,Kolkata,True,4.3
SKU_1011,Coca Cola 1L Family,BigBasket,76.84,Kolkata,False,4.3
SKU_1011,Coca Cola 1L Family,JioMart,73.26,Kolkata,False,4.2
SKU_1011,Coca Cola 1L Family,Amazon India,70.51,Kolkata,True,4.8
SKU_1011,Coca Cola 1L Family,Flipkart Grocery,75.05,Kolkata,False,4.4
SKU_1012,Coca Cola 2L Mini,Blinkit,68.88,Kolkata,False,4.9
SKU_1012,Coca Cola 2L Mini,BigBasket,68.13,Kolkata,True,4.1
SKU_1012,Coca Cola 2L Mini,JioMart,67.81,Kolkata,True,4.7
SKU_1012,Coca Cola 2L Mini,Amazon India,64.43,Kolkata,False,4.6
SKU_1012,Coca Cola 2L Mini,Flipkart Grocery,66.65,Kolkata,True,4.8
SKU_1013,Coca Cola 2L Regular,Blinkit,98.12,Kolkata,False,4.3
SKU_1013,Coca Cola 2L Regular,BigBasket,97.68,Kolkata,False,4.8
SKU_1013,Coca Cola 2L Regular,JioMart,99.22,Kolkata,False,4.5
SKU_1013,Coca Cola 2L Regular,Amazon India,92.11,Kolkata,False,3.8
SKU_1013,Coca Cola 2L Regular,Flipkart Grocery,89.95,Kolkata,True,4.6
SKU_1014,Coca Cola 2L Value,Blinkit,114.88,Kolkata,False,4.6
SKU_1014,Coca Cola 2L Value,BigBasket,112.01,Kolkata,True,4.1
SKU_1014,Coca Cola 2L Value,JioMart,114.08,Kolkata,True,4.5
SKU_1014,Coca Cola 2L Value,Amazon India,117.93,Kolkata,True,4.2
SKU_1014,Coca Cola 2L Value,Flipkart Grocery,116.88,Kolkata,True,4.8
SKU_1015,Coca Cola 2L Family,Blinkit,137.92,Kolkata,False,3.9
SKU_1015,Coca Cola 2L Family,BigBasket,149.94,Kolkata,False,4.6
SKU_1015,Coca Cola 2L Family,JioMart,151.66,Kolkata,False,4.4
SKU_1015,Coca Cola 2L Family,Amazon India,140.0,Kolkata,True,4.7
SKU_1015,Coca Cola 2L Family,Flipkart Grocery,147.89,Kolkata,True,4.4
SKU_1016,Coke Zero 300ml Mini,Blinkit,27.53,Kolkata,True,3.9
SKU_1016,Coke Zero 300ml Mini,BigBasket,26.6,Kolkata,True,3.8
SKU_1016,Coke Zero 300ml Mini,JioMart,27.63,Kolkata,False,4.8
SKU_1016,Coke Zero 300ml Mini,Amazon India,29.46,Kolkata,False,4.8
SKU_1016,Coke Zero 300ml Mini,Flipkart Grocery,27.25,Kolkata,False,4.9
SKU_1017,Coke Zero 300ml Regular,Blinkit,41.19,Kolkata,False,3.9
SKU_1017,Coke Zero 300ml Regular,BigBasket,37.87,Kolkata,True,4.8
SKU_1017,Coke Zero 300ml Regular,JioMart,40.39,Kolkata,False,4.6
SKU_1017,Coke Zero 300ml Regular,Amazon India,40.24,Kolkata,True,4.6
SKU_1017,Coke Zero 300ml Regular,Flipkart Grocery,38.91,Kolkata,True,4.2
SKU_1018,Coke Zero 300ml Value,Blinkit,47.21,Kolkata,False,4.7
SKU_1018,Coke Zero 300ml Value,BigBasket,49.7,Kolkata,False,4.9
SKU_1018,Coke Zero 300ml Value,JioMart,50.53,Kolkata,True,4.7
SKU_1018,Coke Zero 300ml Value,Amazon India,48.61,Kolkata,True,4.0
SKU_1018,Coke Zero 300ml Value,Flipkart Grocery,45.6,Kolkata,False,4.8
SKU_1019,Coke Zero 300ml Family,Blinkit,59.64,Kolkata,True,4.5
SKU_1019,Coke Zero 300ml Family,BigBasket,59.27,Kolkata,False,4.2
SKU_1019,Coke Zero 300ml Family,JioMart,62.71,Kolkata,False,4.2
SKU_1019,Coke Zero 300ml Family,Amazon India,62.69,Kolkata,True,4.7
SKU_1019,Coke Zero 300ml Family,Flipkart Grocery,59.1,Kolkata,False,4.1
SKU_1020,Coke Zero Can 330ml Mini,Blinkit,33.53,Kolkata,True,4.6
SKU_1020,Coke Zero Can 330ml Mini,BigBasket,33.29,Kolkata,True,4.3
SKU_1020,Coke Zero Can 330ml Mini,JioMart,32.53,Kolkata,True,4.5
SKU_1020,Coke Zero Can 330ml Mini,Amazon India,30.62,Kolkata,False,3.9
SKU_1020,Coke Zero Can 330ml Mini,Flipkart Grocery,31.17,Kolkata,True,3.8
SKU_1021,Coke Zero Can 330ml Regular,Blinkit,46.8,Kolkata,False,4.1
SKU_1021,Coke Zero Can 330ml Regular,BigBasket,46.01,Kolkata,True,4.7
SKU_1021,Coke Zero Can 330ml Regular,JioMart,48.12,Kolkata,False,3.8
SKU_1021,Coke Zero Can 330ml Regular,Amazon India,46.36,Kolkata,False,4.7
SKU_1021,Coke Zero Can 330ml Regular,Flipkart Grocery,44.22,Kolkata,False,4.2
SKU_1022,Coke Zero Can 330ml Value,Blinkit,57.03,Kolkata,True,4.9
SKU_1022,Coke Zero Can 330ml Value,BigBasket,52.08,Kolkata,False,4.3
SKU_1022,Coke Zero Can 330ml Value,JioMart,57.03,Kolkata,False,4.7
SKU_1022,Coke Zero Can 330ml Value,Amazon India,53.97,Kolkata,True,4.4
SKU_1022,Coke Zero Can 330ml Value,Flipkart Grocery,51.6,Kolkata,False,4.5
SKU_1023,Coke Zero Can 330ml Family,Blinkit,70.23,Kolkata,False,4.2
SKU_1023,Coke Zero Can 330ml Family,BigBasket,70.93,Kolkata,False,4.7
SKU_1023,Coke Zero Can 330ml Family,JioMart,70.82,Kolkata,False,4.6
SKU_1023,Coke Zero Can 330ml Family,Amazon India,63.93,Kolkata,False,4.7
SKU_1023,Coke Zero Can 330ml Family,Flipkart Grocery,63.67,Kolkata,True,4.1
SKU_1024,Pepsi 250ml Mini,Blinkit,13.16,Kolkata,False,4.3
SKU_1024,Pepsi 250ml Mini,BigBasket,14.84,Kolkata,False,4.4
SKU_1024,Pepsi 250ml Mini,JioMart,14.17,Kolkata,True,4.3
SKU_1024,Pepsi 250ml Mini,Amazon India,13.69,Kolkata,True,4.9
SKU_1024,Pepsi 250ml Mini,Flipkart Grocery,14.29,Kolkata,True,4.3
SKU_1025,Pepsi 250ml Regular,Blinkit,19.21,Kolkata,False,4.0
SKU_1025,Pepsi 250ml Regular,BigBasket,19.54,Kolkata,False,3.9
SKU_1025,Pepsi 250ml Regular,JioMart,20.99,Kolkata,True,4.8
SKU_1025,Pepsi 250ml Regular,Amazon India,19.47,Kolkata,True,4.3
SKU_1025,Pepsi 250ml Regular,Flipkart Grocery,21.09,Kolkata,True,4.1
SKU_1026,Pepsi 250ml Value,Blinkit,24.52,Kolkata,False,4.9
SKU_1026,Pepsi 250ml Value,BigBasket,22.69,Kolkata,True,4.9
SKU_1026,Pepsi 250ml Value,JioMart,24.58,Kolkata,False,4.1
SKU_1026,Pepsi 250ml Value,Amazon India,24.08,Kolkata,False,3.9
SKU_1026,Pepsi 250ml Value,Flipkart Grocery,23.21,Kolkata,True,4.4
SKU_1027,Pepsi 250ml Family,Blinkit,31.55,Kolkata,False,4.6
SKU_1027,Pepsi 250ml Family,BigBasket,29.67,Kolkata,False,4.9
SKU_1027,Pepsi 250ml Family,JioMart,28.51,Kolkata,False,4.0
SKU_1027,Pepsi 250ml Family,Amazon India,29.83,Kolkata,False,4.2
SKU_1027,Pepsi 250ml Family,Flipkart Grocery,28.39,Kolkata,True,4.6
SKU_1028,Pepsi 750ml Mini,Blinkit,29.35,Kolkata,False,4.1
SKU_1028,Pepsi 750ml Mini,BigBasket,29.05,Kolkata,False,4.2
SKU_1028,Pepsi 750ml Mini,JioMart,27.32,Kolkata,False,4.7
SKU_1028,Pepsi 750ml Mini,Amazon India,28.35,Kolkata,True,4.2
SKU_1028,Pepsi 750ml Mini,Flipkart Grocery,29.1,Kolkata,True,3.8
SKU_1029,Pepsi 750ml Regular,Blinkit,40.62,Kolkata,True,4.1
SKU_1029,Pepsi 750ml Regular,BigBasket,41.63,Kolkata,False,4.3
SKU_1029,Pepsi 750ml Regular,JioMart,39.51,Kolkata,False,4.8
SKU_1029,Pepsi 750ml Regular,Amazon India,38.86,Kolkata,False,4.8
SKU_1029,Pepsi 750ml Regular,Flipkart Grocery,41.69,Kolkata,False,3.9
SKU_1030,Pepsi 750ml Value,Blinkit,49.9,Kolkata,False,4.6
SKU_1030,Pepsi 750ml Value,BigBasket,50.64,Kolkata,True,4.4
SKU_1030,Pepsi 750ml Value,JioMart,48.21,Kolkata,True,4.8
SKU_1030,Pepsi 750ml Value,Amazon India,48.99,Kolkata,True,4.1
SKU_1030,Pepsi 750ml Value,Flipkart Grocery,45.27,Kolkata,False,4.6
SKU_1031,Pepsi 750ml Family,Blinkit,60.46,Kolkata,True,4.2
SKU_1031,Pepsi 750ml Family,BigBasket,58.7,Kolkata,True,3.8
SKU_1031,Pepsi 750ml Family,JioMart,62.61,Kolkata,False,4.6
SKU_1031,Pepsi 750ml Family,Amazon India,58.75,Kolkata,False,4.8
SKU_1031,Pepsi 750ml Family,Flipkart Grocery,60.22,Kolkata,False,4.9
SKU_1032,Pepsi Black Can 330ml Mini,Blinkit,30.17,Kolkata,True,4.4
SKU_1032,Pepsi Black Can 330ml Mini,BigBasket,31.1,Kolkata,True,4.8
SKU_1032,Pepsi Black Can 330ml Mini,JioMart,30.06,Kolkata,True,4.1
SKU_1032,Pepsi Black Can 330ml Mini,Amazon India,30.15,Kolkata,True,4.1
SKU_1032,Pepsi Black Can 330ml Mini,Flipkart Grocery,33.05,Kolkata,True,4.0
SKU_1033,Pepsi Black Can 330ml Regular,Blinkit,46.48,Kolkata,False,4.1
SKU_1033,Pepsi Black Can 330ml Regular,BigBasket,43.77,Kolkata,False,4.2
SKU_1033,Pepsi Black Can 330ml Regular,JioMart,43.11,Kolkata,False,3.9
SKU_1033,Pepsi Black Can 330ml Regular,Amazon India,45.95,Kolkata,False,4.1
SKU_1033,Pepsi Black Can 330ml Regular,Flipkart Grocery,42.76,Kolkata,False,4.5
SKU_1034,Pepsi Black Can 330ml Value,Blinkit,53.46,Kolkata,True,4.9
SKU_1034,Pepsi Black Can 330ml Value,BigBasket,55.24,Kolkata,False,4.0
SKU_1034,Pepsi Black Can 330ml Value,JioMart,51.57,Kolkata,True,4.8
SKU_1034,Pepsi Black Can 330ml Value,Amazon India,53.81,Kolkata,False,4.6
SKU_1034,Pepsi Black Can 330ml Value,Flipkart Grocery,57.06,Kolkata,True,4.6
SKU_1035,Pepsi Black Can 330ml Family,Blinkit,68.21,Kolkata,True,3.9
SKU_1035,Pepsi Black Can 330ml Family,BigBasket,64.72,Kolkata,True,4.4
SKU_1035,Pepsi Black Can 330ml Family,JioMart,65.77,Kolkata,False,4.1
SKU_1035,Pepsi Black Can 330ml Family,Amazon India,63.82,Kolkata,False,4.1
SKU_1035,Pepsi Black Can 330ml Family,Flipkart Grocery,72.05,Kolkata,True,3.9
SKU_1036,Lay's Classic Salted 52g Mini,Blinkit,14.46,Kolkata,False,4.4
SKU_1036,Lay's Classic Salted 52g Mini,BigBasket,13.5,Kolkata,False,4.0
SKU_1036,Lay's Classic Salted 52g Mini,JioMart,14.31,Kolkata,True,4.8
SKU_1036,Lay's Classic Salted 52g Mini,Amazon India,13.56,Kolkata,False,4.3
SKU_1036,Lay's Classic Salted 52g Mini,Flipkart Grocery,14.35,Kolkata,True,4.6
SKU_1037,Lay's Classic Salted 52g Regular,Blinkit,19.29,Kolkata,True,4.6
SKU_1037,Lay's Classic Salted 52g Regular,BigBasket,20.04,Kolkata,True,4.0
SKU_1037,Lay's Classic Salted 52g Regular,JioMart,19.87,Kolkata,True,4.2
SKU_1037,Lay's Classic Salted 52g Regular,Amazon India,20.23,Kolkata,False,3.9
SKU_1037,Lay's Classic Salted 52g Regular,Flipkart Grocery,19.73,Kolkata,False,3.9
SKU_1038,Lay's Classic Salted 52g Value,Blinkit,22.68,Kolkata,True,4.4
SKU_1038,Lay's Classic Salted 52g Value,BigBasket,23.69,Kolkata,False,4.4
SKU_1038,Lay's Classic Salted 52g Value,JioMart,23.62,Kolkata,True,4.0
SKU_1038,Lay's Classic Salted 52g Value,Amazon India,23.4,Kolkata,False,4.1
SKU_1038,Lay's Classic Salted 52g Value,Flipkart Grocery,24.48,Kolkata,False,4.0
SKU_1039,Lay's Classic Salted 52g Family,Blinkit,30.57,Kolkata,True,4.6
SKU_1039,Lay's Classic Salted 52g Family,BigBasket,31.31,Kolkata,True,4.8
SKU_1039,Lay's Classic Salted 52g Family,JioMart,31.34,Kolkata,True,4.6
SKU_1039,Lay's Classic Salted 52g Family,Amazon India,31.79,Kolkata,True,4.7
SKU_1039,Lay's Classic Salted 52g Family,Flipkart Grocery,31.2,Kolkata,False,4.3
SKU_1040,Lay's Magic Masala 52g Mini,Blinkit,13.81,Kolkata,False,4.0
SKU_1040,Lay's Magic Masala 52g Mini,BigBasket,14.4,Kolkata,True,4.7
SKU_1040,Lay's Magic Masala 52g Mini,JioMart,14.37,Kolkata,True,4.9
SKU_1040,Lay's Magic Masala 52g Mini,Amazon India,13.42,Kolkata,True,4.5
SKU_1040,Lay's Magic Masala 52g Mini,Flipkart Grocery,13.33,Kolkata,False,4.1
SKU_1041,Lay's Magic Masala 52g Regular,Blinkit,21.02,Kolkata,True,4.8
SKU_1041,Lay's Magic Masala 52g Regular,BigBasket,19.73,Kolkata,True,4.1
SKU_1041,Lay's Magic Masala 52g Regular,JioMart,19.44,Kolkata,True,4.4
SKU_1041,Lay's Magic Masala 52g Regular,Amazon India,19.79,Kolkata,False,4.4
SKU_1041,Lay's Magic Masala 52g Regular,Flipkart Grocery,20.5,Kolkata,True,4.5
SKU_1042,Lay's Magic Masala 52g Value,Blinkit,25.53,Kolkata,True,4.0
SKU_1042,Lay's Magic Masala 52g Value,BigBasket,25.29,Kolkata,True,4.2
SKU_1042,Lay's Magic Masala 52g Value,JioMart,24.97,Kolkata,False,4.4
SKU_1042,Lay's Magic Masala 52g Value,Amazon India,23.53,Kolkata,True,3.8
SKU_1042,Lay's Magic Masala 52g Value,Flipkart Grocery,23.5,Kolkata,True,4.3
SKU_1043,Lay's Magic Masala 52g Family,Blinkit,29.03,Kolkata,False,4.5
SKU_1043,Lay's Magic Masala 52g Family,BigBasket,29.79,Kolkata,False,4.8
SKU_1043,Lay's Magic Masala 52g Family,JioMart,28.85,Kolkata,False,4.0
SKU_1043,Lay's Magic Masala 52g Family,Amazon India,31.8,Kolkata,False,4.3
SKU_1043,Lay's Magic Masala 52g Family,Flipkart Grocery,29.96,Kolkata,False,4.7
SKU_1044,Lay's Cream & Onion 90g Mini,Blinkit,31.6,Kolkata,True,4.7
SKU_1044,Lay's Cream & Onion 90g Mini,BigBasket,29.66,Kolkata,True,4.3
SKU_1044,Lay's Cream & Onion 90g Mini,JioMart,33.45,Kolkata,True,4.0
SKU_1044,Lay's Cream & Onion 90g Mini,Amazon India,30.13,Kolkata,False,4.5
SKU_1044,Lay's Cream & Onion 90g Mini,Flipkart Grocery,30.53,Kolkata,False,4.4
SKU_1045,Lay's Cream & Onion 90g Regular,Blinkit,44.26,Kolkata,False,4.0
SKU_1045,Lay's Cream & Onion 90g Regular,BigBasket,42.61,Kolkata,True,4.4
SKU_1045,Lay's Cream & Onion 90g Regular,JioMart,47.63,Kolkata,False,4.3
